UF,Código IBGE,Entidade,"Receita da contribuição de estados e
municípios ao Fundeb","Complementação
VAAF","Complementação
VAAT","Complementação
VAAR","Complementação da
União Total","Total das receitas
previstas"
RS,4315172,PROTASIO ALVES,"2 .165.135,14",-,-,"1 23.712,24","1 23.712,24","2.288.847,38"
RS,4315206,PUTINGA,"2 .787.511,66",-,-,"8 7.699,57","8 7.699,57","2.875.211,23"
RS,4315305,QUARAI,"2 0.522.235,83",-,-,"1 .125.937,82","1 .125.937,82","21.648.173,65"
RS,4315313,QUATRO IRMAOS,"2 .177.064,07",-,-,-,-,"2.177.064,07"
RS,4315321,QUEVEDOS,"1 .602.824,32",-,-,-,-,"1.602.824,32"
RS,4315354,QUINZE DE NOVEMBRO,"5 .592.513,36",-,-,"1 74.242,93","1 74.242,93","5.766.756,29"
RS,4315404,REDENTORA,"7 .030.053,62",-,-,"3 91.605,84","3 91.605,84","7.421.659,46"
RS,4315453,RELVADO,"1 .657.732,67",-,-,"1 04.975,08","1 04.975,08","1.762.707,75"
RS,4315503,RESTINGA SECA,"1 3.705.606,69",-,-,-,-,"13.705.606,69"
RS,4315552,RIO DOS INDIOS,"3 .131.013,69",-,-,"1 67.560,74","1 67.560,74","3.298.574,43"
RS,4315602,RIO GRANDE,"2 12.028.004,60",-,-,-,-,"212.028.004,60"
RS,4315701,RIO PARDO,"2 4.912.411,77",-,-,-,-,"24.912.411,77"
RS,4315750,RIOZINHO,"5 .770.890,11",-,-,"1 54.504,28","1 54.504,28","5.925.394,39"
RS,4315800,ROCA SALES,"1 2.359.888,88",-,-,-,-,"12.359.888,88"
RS,4315909,RODEIO BONITO,"7 .436.378,33",-,-,"4 63.804,90","4 63.804,90","7.900.183,23"
RS,4315958,ROLADOR,"2 .287.029,96",-,-,-,-,"2.287.029,96"
RS,4316006,ROLANTE,"3 4.642.002,44",-,"2 .485.421,86","1.719.341,48","4 .204.763,34","38.846.765,78"
RS,4316105,RONDA ALTA,"6 .838.998,11",-,-,-,-,"6.838.998,11"
RS,4316204,RONDINHA,"4 .604.844,33",-,-,-,-,"4.604.844,33"
RS,4316303,ROQUE GONZALES,"6 .416.312,55",-,-,"1 62.424,06","1 62.424,06","6.578.736,61"
RS,4316402,ROSARIO DO SUL,"2 0.986.479,95",-,-,-,-,"20.986.479,95"
RS,4316428,SAGRADA FAMILIA,"2 .679.595,16",-,-,"7 5.339,23","7 5.339,23","2.754.934,39"
RS,4316436,SALDANHA MARINHO,"2 .652.582,60",-,-,"1 71.541,52","1 71.541,52","2.824.124,12"
RS,4316451,SALTO DO JACUI,"9 .655.863,53",-,-,"1 81.846,45","1 81.846,45","9.837.709,98"
RS,4316477,SALVADOR DAS MISSOES,"3 .146.730,01",-,-,"8 9.171,04","8 9.171,04","3.235.901,05"
RS,4316501,SALVADOR DO SUL,"8 .449.568,68",-,-,-,-,"8.449.568,68"
RS,4316600,SANANDUVA,"1 4.711.400,93",-,-,"7 78.161,08","7 78.161,08","15.489.562,01"
RS,4316709,SANTA BARBARA DO SUL,"8 .529.487,41",-,-,"2 75.900,51","2 75.900,51","8.805.387,92"
RS,4316733,SANTA CECILIA DO SUL,"2 .232.407,16",-,-,"7 6.810,70","7 6.810,70","2.309.217,86"
RS,4316758,SANTA CLARA DO SUL,"8 .485.974,55",-,-,-,-,"8.485.974,55"
RS,4316808,SANTA CRUZ DO SUL,"1 13.296.252,12",-,-,"5 .735.391,76","5 .735.391,76","119.031.643,88"
RS,4316972,SANTA MARGARIDA DO SUL,"3 .727.981,73",-,-,-,-,"3.727.981,73"
RS,4316907,SANTA MARIA,"1 86.308.129,91",-,-,-,-,"186.308.129,91"
RS,4316956,SANTA MARIA DO HERVAL,"6 .951.412,92",-,-,-,-,"6.951.412,92"
RS,4317202,SANTA ROSA,"7 1.541.659,43",-,-,-,-,"71.541.659,43"
RS,4317251,SANTA TEREZA,"9 16.291,31",-,-,-,-,"916.291,31"
RS,4317301,SANTA VITORIA DO PALMAR,"3 5.474.806,06",-,-,-,-,"35.474.806,06"
RS,4317004,SANTANA DA BOA VISTA,"6 .101.198,91",-,-,"1 50.123,21","1 50.123,21","6.251.322,12"
RS,4317103,SANTANA DO LIVRAMENTO,"5 5.285.007,36",-,-,"2 .606.898,02","2 .606.898,02","57.891.905,38"
RS,4317400,SANTIAGO,"4 0.032.527,93",-,-,-,-,"40.032.527,93"
RS,4317509,SANTO ANGELO,"5 4.239.135,71",-,-,"2 .777.057,41","2 .777.057,41","57.016.193,12"
RS,4317608,SANTO ANTONIO DA PATRULHA,"3 7.719.858,24",-,-,"1 .903.160,80","1 .903.160,80","39.623.019,04"
RS,4317707,SANTO ANTONIO DAS MISSOES,"1 0.683.935,70",-,-,"5 97.972,65","5 97.972,65","11.281.908,35"
RS,4317558,SANTO ANTONIO DO PALMA,"2 .732.544,28",-,-,"6 0.918,83","6 0.918,83","2.793.463,11"
RS,4317756,SANTO ANTONIO DO PLANALTO,"1 .868.114,73",-,-,-,-,"1.868.114,73"
RS,4317806,SANTO AUGUSTO,"1 4.996.348,80",-,-,-,-,"14.996.348,80"
RS,4317905,SANTO CRISTO,"1 6.343.250,18",-,-,-,-,"16.343.250,18"
RS,4317954,SANTO EXPEDITO DO SUL,"2 .300.299,94",-,-,"1 52.430,99","1 52.430,99","2.452.730,93"
RS,4318002,SAO BORJA,"5 0.690.355,85",-,-,-,-,"50.690.355,85"
RS,4318051,SAO DOMINGOS DO SUL,"1 .796.495,34",-,-,"5 0.912,85","5 0.912,85","1.847.408,19"
RS,4318101,SAO FRANCISCO DE ASSIS,"1 4.868.122,18",-,-,"8 23.588,45","8 23.588,45","15.691.710,63"
RS,4318200,SAO FRANCISCO DE PAULA,"1 6.796.319,02",-,-,-,-,"16.796.319,02"
RS,4318309,SAO GABRIEL,"5 8.355.841,73",-,-,-,-,"58.355.841,73"
RS,4318408,SAO JERONIMO,"1 3.168.224,88",-,-,-,-,"13.168.224,88"
RS,4318424,SAO JOAO DA URTIGA,"4 .257.923,20",-,-,"2 38.021,86","2 38.021,86","4.495.945,06"
RS,4318432,SAO JOAO DO POLESINE,"2 .121.825,32",-,-,-,-,"2.121.825,32"
RS,4318440,SAO JORGE,"2 .143.254,70",-,-,"1 53.905,42","1 53.905,42","2.297.160,12"
RS,4318457,SAO JOSE DAS MISSOES,"3 .651.680,94",-,-,-,-,"3.651.680,94"
RS,4318465,SAO JOSE DO HERVAL,"2 .383.711,23",-,-,-,-,"2.383.711,23"
RS,4318481,SAO JOSE DO HORTENCIO,"5 .595.706,18",-,-,-,-,"5.595.706,18"
RS,4318499,SAO JOSE DO INHACORA,"3 .403.488,47",-,-,-,-,"3.403.488,47"
RS,4318507,SAO JOSE DO NORTE,"2 6.834.470,81",-,-,"1 .406.068,85","1 .406.068,85","28.240.539,66"
RS,4318606,SAO JOSE DO OURO,"6 .002.055,60",-,-,-,-,"6.002.055,60"
RS,4318614,SAO JOSE DO SUL,"3 .444.484,77",-,-,"1 85.277,68","1 85.277,68","3.629.762,45"
RS,4318622,SAO JOSE DOS AUSENTES,"7 .220.962,36",-,-,-,-,"7.220.962,36"
RS,4318705,SAO LEOPOLDO,"2 24.518.443,34",-,-,-,-,"224.518.443,34"
RS,4318804,SAO LOURENCO DO SUL,"4 2.547.611,76",-,-,"1 .040.006,62","1 .040.006,62","43.587.618,38"
RS,4318903,SAO LUIZ GONZAGA,"2 6.529.131,60",-,-,-,-,"26.529.131,60"
RS,4319000,SAO MARCOS,"1 6.860.473,59",-,-,-,-,"16.860.473,59"
RS,4319109,SAO MARTINHO,"7 .526.936,39",-,-,"2 45.882,53","2 45.882,53","7.772.818,92"
RS,4319125,SAO MARTINHO DA SERRA,"2 .295.254,09",-,-,-,-,"2.295.254,09"
RS,4319158,SAO MIGUEL DAS MISSOES,"8 .065.652,57",-,-,"2 19.095,61","2 19.095,61","8.284.748,18"
RS,4319208,SAO NICOLAU,"3 .874.356,34",-,-,-,-,"3.874.356,34"
RS,4319307,SAO PAULO DAS MISSOES,"7 .129.549,47",-,-,"4 38.553,21","4 38.553,21","7.568.102,68"
RS,4319356,SAO PEDRO DA SERRA,"5 .341.998,51",-,-,"2 87.870,54","2 87.870,54","5.629.869,05"
RS,4319364,SAO PEDRO DAS MISSOES,"2 .895.045,41",-,-,-,-,"2.895.045,41"
RS,4319372,SAO PEDRO DO BUTIA,"2 .483.544,06",-,-,"1 40.204,05","1 40.204,05","2.623.748,11"
RS,4319406,SAO PEDRO DO SUL,"1 5.506.883,25",-,-,-,-,"15.506.883,25"
RS,4319505,SAO SEBASTIAO DO CAI,"2 7.397.233,89",-,-,-,-,"27.397.233,89"
RS,4319604,SAO SEPE,"2 1.796.402,00",-,-,"5 85.257,80","5 85.257,80","22.381.659,80"
UF,Código IBGE,Entidade,"Receita da contribuição de estados e
municípios ao Fundeb","Complementação
VAAF","Complementação
VAAT","Complementação
VAAR","Complementação da
União Total","Total das receitas
previstas"
RS,4319703,SAO VALENTIM,"3 .883.498,10",-,-,"2 59.891,42","2 59.891,42","4.143.389,52"
RS,4319711,SAO VALENTIM DO SUL,"1 .248.520,95",-,-,"3 9.729,68","3 9.729,68","1.288.250,63"
RS,4319737,SAO VALERIO DO SUL,"2 .173.462,20",-,-,-,-,"2.173.462,20"
RS,4319752,SAO VENDELINO,"3 .134.608,08",-,-,"1 85.664,84","1 85.664,84","3.320.272,92"
RS,4319802,SAO VICENTE DO SUL,"7 .860.766,14",-,-,"4 78.181,30","4 78.181,30","8.338.947,44"
RS,4319901,SAPIRANGA,"1 15.372.248,37",-,-,-,-,"115.372.248,37"
RS,4320008,SAPUCAIA DO SUL,"1 48.672.361,18",-,-,-,-,"148.672.361,18"
RS,4320107,SARANDI,"2 7.528.929,41",-,-,-,-,"27.528.929,41"
RS,4320206,SEBERI,"1 1.205.980,08",-,-,"3 37.849,37","3 37.849,37","11.543.829,45"
RS,4320230,SEDE NOVA,"3 .913.522,28",-,-,"2 13.981,76","2 13.981,76","4.127.504,04"
RS,4320263,SEGREDO,"5 .592.012,27",-,-,"2 66.790,29","2 66.790,29","5.858.802,56"
RS,4320305,SELBACH,"3 .697.557,84",-,-,"1 02.119,97","1 02.119,97","3.799.677,81"
RS,4320321,SENADOR SALGADO FILHO,"2 .490.773,53",-,-,"1 58.115,24","1 58.115,24","2.648.888,77"
RS,4320354,SENTINELA DO SUL,"5 .697.737,01",-,-,"3 32.005,01","3 32.005,01","6.029.742,02"
RS,4320404,SERAFINA CORREA,"2 0.693.260,89",-,-,-,-,"20.693.260,89"
RS,4320453,SERIO,"1 .914.705,67",-,-,"1 06.931,53","1 06.931,53","2.021.637,20"
RS,4320503,SERTAO,"5 .533.473,00",-,-,"3 19.302,68","3 19.302,68","5.852.775,68"
RS,4320552,SERTAO SANTANA,"6 .991.654,77",-,-,-,-,"6.991.654,77"
RS,4320578,SETE DE SETEMBRO,"1 .531.695,89",-,-,-,-,"1.531.695,89"
RS,4320602,SEVERIANO DE ALMEIDA,"2 .547.137,73",-,-,-,-,"2.547.137,73"
RS,4320651,SILVEIRA MARTINS,"2 .895.384,67",-,-,-,-,"2.895.384,67"
RS,4320677,SINIMBU,"1 0.452.130,87",-,-,"4 90.654,47","4 90.654,47","10.942.785,34"
RS,4320701,SOBRADINHO,"1 6.169.664,28",-,-,"7 56.153,65","7 56.153,65","16.925.817,93"
RS,4320800,SOLEDADE,"2 6.960.681,73",-,-,"1 .330.627,29","1 .330.627,29","28.291.309,02"
RS,4320859,TABAI,"6 .118.718,84",-,-,"3 27.554,25","3 27.554,25","6.446.273,09"
RS,4320909,TAPEJARA,"3 2.208.043,16",-,-,"9 04.796,75","9 04.796,75","33.112.839,91"
RS,4321006,TAPERA,"8 .869.080,49",-,-,"4 71.929,07","4 71.929,07","9.341.009,56"
RS,4321105,TAPES,"1 3.982.208,21",-,-,"4 03.408,21","4 03.408,21","14.385.616,42"
RS,4321204,TAQUARA,"6 2.593.854,90",-,-,-,-,"62.593.854,90"
RS,4321303,TAQUARI,"2 1.492.720,87",-,-,-,-,"21.492.720,87"
RS,4321329,TAQUARUCU DO SUL,"3 .649.983,34",-,-,-,-,"3.649.983,34"
RS,4321352,TAVARES,"5 .070.395,96",-,-,-,-,"5.070.395,96"
RS,4321402,TENENTE PORTELA,"1 5.945.714,53",-,-,-,-,"15.945.714,53"
RS,4321436,TERRA DE AREIA,"1 4.295.041,89",-,-,-,-,"14.295.041,89"
RS,4321451,TEUTONIA,"4 4.299.301,10",-,-,-,-,"44.299.301,10"
RS,4321469,TIO HUGO,"5 .711.393,18",-,-,"3 59.303,79","3 59.303,79","6.070.696,97"
RS,4321477,TIRADENTES DO SUL,"4 .425.998,48",-,-,"1 04.445,10","1 04.445,10","4.530.443,58"
RS,4321493,TOROPI,"2 .057.344,46",-,-,-,-,"2.057.344,46"
RS,4321501,TORRES,"4 2.221.773,17",-,-,-,-,"42.221.773,17"
RS,4321600,TRAMANDAI,"7 6.703.101,37",-,-,-,-,"76.703.101,37"
RS,4321626,TRAVESSEIRO,"3 .078.290,72",-,-,"1 57.140,05","1 57.140,05","3.235.430,77"
RS,4321634,TRES ARROIOS,"1 .687.674,35",-,-,"5 5.621,54","5 5.621,54","1.743.295,89"
RS,4321667,TRES CACHOEIRAS,"1 2.499.968,17",-,"4 71.872,64","698.708,03","1.170.580,67","13.670.548,84"
RS,4321709,TRES COROAS,"3 6.282.795,09",-,-,-,-,"36.282.795,09"
RS,4321808,TRES DE MAIO,"2 5.176.004,09",-,-,-,-,"25.176.004,09"
RS,4321832,TRES FORQUILHAS,"3 .968.302,20",-,-,"7 9.209,85","7 9.209,85","4.047.512,05"
RS,4321857,TRES PALMEIRAS,"8 .351.741,57",-,-,-,-,"8.351.741,57"
RS,4321907,TRES PASSOS,"3 2.644.472,42",-,-,"9 32.455,39","9 32.455,39","33.576.927,81"
RS,4321956,TRINDADE DO SUL,"9 .523.508,64",-,-,-,-,"9.523.508,64"
RS,4322004,TRIUNFO,"3 9.678.494,02",-,-,"2 .145.027,16","2 .145.027,16","41.823.521,18"
RS,4322103,TUCUNDUVA,"3 .340.223,50",-,-,"8 1.331,02","8 1.331,02","3.421.554,52"
RS,4322152,TUNAS,"5 .132.616,20",-,-,-,-,"5.132.616,20"
RS,4322186,TUPANCI DO SUL,"1 .753.612,14",-,-,"1 15.737,48","1 15.737,48","1.869.349,62"
RS,4322202,TUPANCIRETA,"2 0.499.532,90",-,-,-,-,"20.499.532,90"
RS,4322251,TUPANDI,"1 0.153.386,96",-,-,-,-,"10.153.386,96"
RS,4322301,TUPARENDI,"6 .385.686,55",-,-,"1 95.116,84","1 95.116,84","6.580.803,39"
RS,4322327,TURUCU,"4 .787.326,44",-,-,"2 61.058,92","2 61.058,92","5.048.385,36"
RS,4322343,UBIRETAMA,"1 .068.345,29",-,-,"3 2.078,04","3 2.078,04","1.100.423,33"
RS,4322350,UNIAO DA SERRA,"6 42.603,73",-,-,-,-,"642.603,73"
RS,4322376,UNISTALDA,"2 .015.780,73",-,-,-,-,"2.015.780,73"
RS,4322400,URUGUAIANA,"1 07.625.839,13",-,-,-,-,"107.625.839,13"
RS,4322509,VACARIA,"6 9.925.656,53",-,-,-,-,"69.925.656,53"
RS,4322533,VALE DO SOL,"8 .515.472,34",-,-,-,-,"8.515.472,34"
RS,4322541,VALE REAL,"7 .365.284,82",-,-,-,-,"7.365.284,82"
RS,4322525,VALE VERDE,"4 .461.173,05",-,-,-,-,"4.461.173,05"
RS,4322558,VANINI,"1 .764.602,84",-,-,"6 2.626,77","6 2.626,77","1.827.229,61"
RS,4322608,VENANCIO AIRES,"5 9.428.839,25",-,-,-,-,"59.428.839,25"
RS,4322707,VERA CRUZ,"2 7.888.843,27",-,-,"6 42.274,84","6 42.274,84","28.531.118,11"
RS,4322806,VERANOPOLIS,"2 6.000.250,17",-,-,-,-,"26.000.250,17"
RS,4322855,VESPASIANO CORREA,"1 .945.257,48",-,-,-,-,"1.945.257,48"
RS,4322905,VIADUTOS,"3 .921.088,03",-,-,"2 68.920,51","2 68.920,51","4.190.008,54"
RS,4323002,VIAMAO,"2 55.059.887,47",-,-,-,-,"255.059.887,47"
RS,4323101,VICENTE DUTRA,"6 .175.563,75",-,-,"3 67.325,82","3 67.325,82","6.542.889,57"
RS,4323200,VICTOR GRAEFF,"4 .354.783,54",-,-,"1 14.389,86","1 14.389,86","4.469.173,40"
RS,4323309,VILA FLORES,"4 .261.019,78",-,-,-,-,"4.261.019,78"
RS,4323358,VILA LANGARO,"2 .756.053,18",-,-,"8 1.519,40","8 1.519,40","2.837.572,58"
RS,4323408,VILA MARIA,"3 .748.345,19",-,-,-,-,"3.748.345,19"
RS,4323457,VILA NOVA DO SUL,"4 .116.959,55",-,-,"2 58.203,94","2 58.203,94","4.375.163,49"
RS,4323507,VISTA ALEGRE,"2 .493.936,90",-,-,"7 5.044,93","7 5.044,93","2.568.981,83"
RS,4323606,VISTA ALEGRE DO PRATA,"1 .409.607,81",-,-,-,-,"1.409.607,81"
RS,4323705,VISTA GAUCHA,"3 .954.148,21",-,-,"2 28.264,11","2 28.264,11","4.182.412,32"
RS,4323754,VITORIA DAS MISSOES,"3 .004.932,33",-,-,"8 6.522,39","8 6.522,39","3.091.454,72"
RS,4323770,WESTFALIA,"4 .878.807,29",-,-,-,-,"4.878.807,29"
RS,4323804,XANGRI-LA,"2 8.376.884,40",-,-,-,-,"28.376.884,40"
RS,43,GOVERNO DO ESTADO,"6 .139.358.612,70",-,-,-,-,"6.139.358.612,70"
SC,4200051,ABDON BATISTA,"3 .118.633,18",-,-,"8 9.171,04","8 9.171,04","3.207.804,22"
SC,4200101,ABELARDO LUZ,"2 3.830.955,38",-,-,"7 38.560,38","7 38.560,38","24.569.515,76"
SC,4200200,AGROLANDIA,"1 5.502.297,00",-,"9 58.743,83","486.067,09","1.444.810,92","16.947.107,92"
SC,4200309,AGRONOMICA,"6 .317.869,47",-,-,"2 02.768,48","2 02.768,48","6.520.637,95"
SC,4200408,AGUA DOCE,"7 .477.235,24",-,-,-,-,"7.477.235,24"
SC,4200507,AGUAS DE CHAPECO,"3 .996.291,91",-,-,"2 38.907,01","2 38.907,01","4.235.198,92"
SC,4200556,AGUAS FRIAS,"3 .075.179,16",-,-,"9 8.294,16","9 8.294,16","3.173.473,32"
SC,4200606,AGUAS MORNAS,"6 .454.887,31",-,-,-,-,"6.454.887,31"
SC,4200705,ALFREDO WAGNER,"9 .822.618,61",-,-,-,-,"9.822.618,61"
SC,4200754,ALTO BELA VISTA,"1 .416.217,36",-,-,-,-,"1.416.217,36"
SC,4200804,ANCHIETA,"6 .192.381,31",-,-,-,-,"6.192.381,31"
SC,4200903,ANGELINA,"3 .474.256,36",-,-,-,-,"3.474.256,36"
SC,4201000,ANITA GARIBALDI,"8 .384.779,63",-,-,-,-,"8.384.779,63"
SC,4201109,ANITAPOLIS,"3 .239.221,80",-,-,"1 12.714,56","1 12.714,56","3.351.936,36"
SC,4201208,ANTONIO CARLOS,"1 1.765.465,40",-,-,-,-,"11.765.465,40"
SC,4201257,APIUNA,"1 6.248.352,15",-,-,"4 89.049,13","4 89.049,13","16.737.401,28"
SC,4201273,ARABUTA,"5 .043.308,19",-,-,-,-,"5.043.308,19"
SC,4201307,ARAQUARI,"6 2.307.142,08",-,-,-,-,"62.307.142,08"
SC,4201406,ARARANGUA,"5 5.221.586,90",-,-,-,-,"55.221.586,90"
SC,4201505,ARMAZEM,"9 .930.944,23",-,"8 80.574,90",-,"8 80.574,90","10.811.519,13"
SC,4201604,ARROIO TRINTA,"3 .725.632,72",-,-,-,-,"3.725.632,72"
SC,4201653,ARVOREDO,"2 .748.141,36",-,-,-,-,"2.748.141,36"
SC,4201703,ASCURRA,"5 .493.649,15",-,-,"3 61.375,21","3 61.375,21","5.855.024,36"
SC,4201802,ATALANTA,"3 .756.274,17",-,-,"1 05.945,79","1 05.945,79","3.862.219,96"
UF,Código IBGE,Entidade,"Receita da contribuição de estados e
municípios ao Fundeb","Complementação
VAAF","Complementação
VAAT","Complementação
VAAR","Complementação da
União Total","Total das receitas
previstas"
SC,4201901,AURORA,"6 .818.940,35",-,-,-,-,"6.818.940,35"
SC,4201950,BALNEARIO ARROIO DO SILVA,"1 8.521.934,02",-,-,-,-,"18.521.934,02"
SC,4202057,BALNEARIO BARRA DO SUL,"1 4.034.883,78",-,-,-,-,"14.034.883,78"
SC,4202008,BALNEARIO CAMBORIU,"1 34.437.891,90",-,-,-,-,"134.437.891,90"
SC,4202073,BALNEARIO GAIVOTA,"2 0.840.361,40",-,-,-,-,"20.840.361,40"
SC,4212809,BALNEARIO PICARRAS,"5 0.828.254,09",-,-,-,-,"50.828.254,09"
SC,4220000,BALNEARIO RINCAO,"1 5.610.482,49",-,-,-,-,"15.610.482,49"
SC,4202081,BANDEIRANTE,"6 .352.050,81",-,"5 83.307,90",-,"5 83.307,90","6.935.358,71"
SC,4202099,BARRA BONITA,"1 .482.958,39",-,-,"4 5.909,85","4 5.909,85","1.528.868,24"
SC,4202107,BARRA VELHA,"7 0.084.050,71",-,-,-,-,"70.084.050,71"
SC,4202131,BELA VISTA DO TOLDO,"1 0.932.968,82",-,"3 57.936,57","329.609,14","6 87.545,71","11.620.514,53"
SC,4202156,BELMONTE,"2 .946.434,33",-,-,"2 10.761,70","2 10.761,70","3.157.196,03"
SC,4202206,BENEDITO NOVO,"6 .769.529,38",-,-,"4 17.885,27","4 17.885,27","7.187.414,65"
SC,4202305,BIGUACU,"5 0.517.158,52",-,-,"3 .054.930,75","3 .054.930,75","53.572.089,27"
SC,4202404,BLUMENAU,"3 15.109.793,91",-,-,-,-,"315.109.793,91"
SC,4202438,BOCAINA DO SUL,"5 .636.344,63",-,-,"1 97.471,19","1 97.471,19","5.833.815,82"
SC,4202503,BOM JARDIM DA SERRA,"5 .364.827,95",-,-,-,-,"5.364.827,95"
SC,4202537,BOM JESUS,"2 .878.529,77",-,-,"2 02.231,73","2 02.231,73","3.080.761,50"
SC,4202578,BOM JESUS DO OESTE,"2 .355.236,57",-,-,-,-,"2.355.236,57"
SC,4202602,BOM RETIRO,"7 .558.511,00",-,-,"4 78.014,75","4 78.014,75","8.036.525,75"
SC,4202453,BOMBINHAS,"3 9.070.978,85",-,-,-,-,"39.070.978,85"
SC,4202701,BOTUVERA,"4 .766.723,16",-,-,"1 48.912,70","1 48.912,70","4.915.635,86"
SC,4202800,BRACO DO NORTE,"3 7.748.758,65",-,-,"1 .158.877,81","1 .158.877,81","38.907.636,46"
SC,4202859,BRACO DO TROMBUDO,"5 .668.987,96",-,-,"1 55.799,70","1 55.799,70","5.824.787,66"
SC,4202875,BRUNOPOLIS,"2 .420.653,87",-,-,"7 7.104,99","7 7.104,99","2.497.758,86"
SC,4202909,BRUSQUE,"1 42.989.629,17",-,-,"4 .384.454,36","4 .384.454,36","147.374.083,53"
SC,4203006,CACADOR,"8 3.992.653,10",-,-,-,-,"83.992.653,10"
SC,4203105,CAIBI,"5 .348.466,31",-,-,"1 80.402,14","1 80.402,14","5.528.868,45"
SC,4203154,CALMON,"6 .255.032,47",-,-,"4 16.855,14","4 16.855,14","6.671.887,61"
SC,4203204,CAMBORIU,"1 43.218.586,56",-,"9 .503.831,68",-,"9 .503.831,68","152.722.418,24"
SC,4203303,CAMPO ALEGRE,"1 7.767.340,10",-,-,-,-,"17.767.340,10"
SC,4203402,CAMPO BELO DO SUL,"6 .682.828,08",-,-,"4 19.616,29","4 19.616,29","7.102.444,37"
SC,4203501,CAMPO ERE,"1 2.997.181,92",-,"5 66.977,78","832.590,92","1.399.568,70","14.396.750,62"
SC,4203600,CAMPOS NOVOS,"4 0.298.720,28",-,-,-,-,"40.298.720,28"
SC,4203709,CANELINHA,"1 3.357.781,69",-,"1 29.220,21","443.795,16","5 73.015,37","13.930.797,06"
SC,4203808,CANOINHAS,"5 6.321.623,80",-,-,"1 .673.265,89","1 .673.265,89","57.994.889,69"
SC,4203253,CAPAO ALTO,"4 .384.884,26",-,-,-,-,"4.384.884,26"
SC,4203907,CAPINZAL,"3 0.598.826,90",-,-,-,-,"30.598.826,90"
SC,4203956,CAPIVARI DE BAIXO,"2 4.757.748,02",-,-,-,-,"24.757.748,02"
SC,4204004,CATANDUVAS,"1 2.067.239,02",-,-,"3 93.383,02","3 93.383,02","12.460.622,04"
SC,4204103,CAXAMBU DO SUL,"3 .649.660,35",-,-,"2 87.021,73","2 87.021,73","3.936.682,08"
SC,4204152,CELSO RAMOS,"3 .871.329,35",-,-,-,-,"3.871.329,35"
SC,4204178,CERRO NEGRO,"3 .400.526,73",-,-,"9 5.929,47","9 5.929,47","3.496.456,20"
SC,4204194,CHAPADAO DO LAGEADO,"3 .544.041,44",-,-,"1 09.477,32","1 09.477,32","3.653.518,76"
SC,4204202,CHAPECO,"2 31.929.024,24",-,-,-,-,"231.929.024,24"
SC,4204251,COCAL DO SUL,"1 7.959.420,28",-,-,"5 87.050,90","5 87.050,90","18.546.471,18"
SC,4204301,CONCORDIA,"9 2.167.631,55",-,-,-,-,"92.167.631,55"
SC,4204350,CORDILHEIRA ALTA,"7 .368.002,13",-,-,"4 40.433,49","4 40.433,49","7.808.435,62"
SC,4204400,CORONEL FREITAS,"9 .672.294,64",-,-,"6 31.920,24","6 31.920,24","10.304.214,88"
SC,4204459,CORONEL MARTINS,"2 .545.836,12",-,-,"1 85.803,85","1 85.803,85","2.731.639,97"
SC,4204558,CORREIA PINTO,"1 7.835.283,50",-,-,"1 .156.388,31","1 .156.388,31","18.991.671,81"
SC,4204509,CORUPA,"2 1.419.346,98",-,-,-,-,"21.419.346,98"
SC,4204608,CRICIUMA,"2 46.573.724,33",-,-,-,-,"246.573.724,33"
SC,4204707,CUNHA PORA,"1 0.427.440,38",-,-,-,-,"10.427.440,38"
SC,4204756,CUNHATAI,"1 .820.257,20",-,-,"4 9.735,67","4 9.735,67","1.869.992,87"
SC,4204806,CURITIBANOS,"3 7.610.605,88",-,-,-,-,"37.610.605,88"
SC,4204905,DESCANSO,"6 .934.845,90",-,-,-,-,"6.934.845,90"
SC,4205001,DIONISIO CERQUEIRA,"1 3.414.499,71",-,-,-,-,"13.414.499,71"
SC,4205100,DONA EMMA,"4 .171.129,26",-,-,"1 38.023,83","1 38.023,83","4.309.153,09"
SC,4205159,DOUTOR PEDRINHO,"3 .458.320,81",-,-,"2 23.054,51","2 23.054,51","3.681.375,32"
SC,4205175,ENTRE RIOS,"3 .762.873,23",-,-,"2 30.673,47","2 30.673,47","3.993.546,70"
SC,4205191,ERMO,"4 .599.552,46",-,-,-,-,"4.599.552,46"
SC,4205209,ERVAL VELHO,"4 .363.545,71",-,-,-,-,"4.363.545,71"
SC,4205308,FAXINAL DOS GUEDES,"1 4.992.537,57",-,-,"4 78.517,01","4 78.517,01","15.471.054,58"
SC,4205357,FLOR DO SERTAO,"2 .497.693,22",-,-,"6 7.099,00","6 7.099,00","2.564.792,22"
SC,4205407,FLORIANOPOLIS,"3 55.958.854,08",-,-,-,-,"355.958.854,08"
SC,4205431,FORMOSA DO SUL,"2 .828.551,49",-,-,-,-,"2.828.551,49"
SC,4205456,FORQUILHINHA,"3 6.947.415,82",-,"6 16.912,96",-,"6 16.912,96","37.564.328,78"
SC,4205506,FRAIBURGO,"5 5.794.487,36",-,"2 62.298,24",-,"2 62.298,24","56.056.785,60"
SC,4205555,FREI ROGERIO,"2 .906.889,36",-,-,"1 78.797,41","1 78.797,41","3.085.686,77"
SC,4205605,GALVAO,"4 .247.694,68",-,-,"2 60.168,66","2 60.168,66","4.507.863,34"
SC,4205704,GAROPABA,"2 9.696.690,88",-,-,-,-,"29.696.690,88"
SC,4205803,GARUVA,"3 2.242.506,01",-,-,-,-,"32.242.506,01"
